order_id,payment_type,installments,payment_value
order_003433,credit_card,1,50.99
order_003434,boleto,1,231.26000000000002
order_003435,credit_card,10,167.49
order_003436,credit_card,5,318.79
order_003437,debit_card,1,417.43
order_003438,credit_card,10,106.41
order_003439,credit_card,1,465.0
order_003440,credit_card,3,321.59
order_003441,credit_card,2,383.59
order_003442,boleto,1,237.52
order_003443,credit_card,3,132.35999999999999
order_003444,credit_card,2,92.58
order_003445,credit_card,1,78.74
order_003446,boleto,1,26.55
order_003447,credit_card,3,223.59
order_003448,boleto,1,225.47
order_003449,credit_card,1,141.45
order_003450,boleto,1,34.86
order_003451,credit_card,1,291.0
order_003452,credit_card,5,542.3299999999999
order_003453,boleto,1,368.96
order_003454,credit_card,7,331.95
order_003455,credit_card,2,523.69
order_003456,credit_card,1,188.0
order_003457,boleto,1,562.64
order_003458,debit_card,1,102.7
order_003459,credit_card,7,47.29
order_003460,credit_card,2,245.38
order_003461,boleto,1,131.12
order_003462,credit_card,1,247.74
order_003463,credit_card,2,322.05
order_003464,voucher,1,31.66
order_003465,boleto,1,484.81
order_003466,credit_card,5,49.24
order_003467,credit_card,2,285.61
order_003468,credit_card,2,841.68
order_003469,credit_card,2,78.42
order_003470,credit_card,1,443.90000000000003
order_003471,credit_card,1,465.02
order_003472,boleto,1,54.59
order_003473,credit_card,3,520.85
order_003474,credit_card,2,449.69
order_003475,debit_card,1,188.13
order_003476,credit_card,1,78.96000000000001
order_003477,credit_card,6,200.38
order_003478,credit_card,1,619.51
order_003479,credit_card,1,465.49
order_003480,credit_card,2,286.44000000000005
order_003481,credit_card,1,56.91
order_003482,credit_card,3,48.21
order_003483,credit_card,6,496.36
order_003484,credit_card,8,216.62
order_003485,credit_card,1,205.27
order_003486,credit_card,4,864.03
order_003487,credit_card,5,457.17
order_003488,credit_card,2,158.52
order_003489,credit_card,2,212.3
order_003490,credit_card,1,115.72
order_003491,credit_card,1,347.95
order_003492,credit_card,2,83.92
order_003493,credit_card,6,287.01
order_003494,credit_card,1,67.32
order_003495,credit_card,7,240.14000000000001
order_003496,credit_card,1,243.95
order_003497,boleto,1,78.55
order_003498,boleto,1,109.28999999999999
order_003499,boleto,1,614.97
order_003500,credit_card,4,195.82999999999998
order_003501,credit_card,4,445.41999999999996
order_003502,boleto,1,190.34
order_003503,boleto,1,758.15
order_003504,credit_card,1,287.75
order_003505,credit_card,3,654.52
order_003506,boleto,1,116.79
order_003507,credit_card,3,261.83
order_003508,credit_card,4,164.63
order_003509,boleto,1,746.79
order_003510,credit_card,6,144.44
order_003511,credit_card,3,297.13
order_003512,credit_card,2,42.41
order_003513,boleto,1,54.05
order_003514,credit_card,1,347.28
order_003515,credit_card,1,67.72
order_003516,credit_card,5,135.74
order_003517,credit_card,1,48.18
order_003518,credit_card,10,181.98999999999998
order_003519,boleto,1,693.42
order_003520,credit_card,5,535.5899999999999
order_003521,credit_card,1,170.94
order_003522,credit_card,1,569.74
order_003523,boleto,1,121.83000000000001
order_003524,credit_card,8,587.81
order_003525,credit_card,4,130.16
order_003526,boleto,1,210.07000000000002
order_003527,credit_card,1,197.35
order_003528,credit_card,1,350.46
order_003529,debit_card,1,380.38
order_003530,boleto,1,261.46999999999997
order_003531,credit_card,2,99.60000000000001
order_003532,credit_card,5,165.94
order_003533,credit_card,2,442.46999999999997
order_003534,boleto,1,129.92
order_003535,boleto,1,732.06
order_003536,boleto,1,305.99
order_003537,credit_card,2,683.3899999999999
order_003538,boleto,1,339.09
order_003539,boleto,1,224.17000000000002
order_003540,credit_card,1,157.07
order_003541,credit_card,1,97.47
order_003542,boleto,1,173.66
order_003543,debit_card,1,113.35
order_003544,voucher,1,116.50999999999999
order_003545,credit_card,1,263.63
order_003546,credit_card,3,493.1
order_003547,credit_card,1,155.01999999999998
order_003548,credit_card,10,115.34
order_003549,credit_card,2,677.9699999999999
order_003550,credit_card,4,246.23
order_003551,credit_card,5,194.82999999999998
order_003552,credit_card,8,213.53
order_003553,credit_card,2,423.31
order_003554,credit_card,4,108.26
order_003555,boleto,1,530.33
order_003556,credit_card,3,415.16999999999996
order_003557,boleto,1,166.69
order_003558,credit_card,5,58.52
order_003559,voucher,1,89.0
order_003560,credit_card,3,222.32999999999998
order_003561,credit_card,4,133.73
order_003562,debit_card,1,490.3
order_003563,credit_card,3,178.71
order_003564,credit_card,2,835.22
order_003565,boleto,1,527.13
order_003566,boleto,1,570.5699999999999
order_003567,credit_card,4,101.75
order_003568,credit_card,7,609.5000000000001
order_003569,credit_card,1,85.63
order_003570,credit_card,1,106.38
order_003571,credit_card,5,507.7
order_003572,boleto,1,449.85
order_003573,credit_card,1,787.76
order_003574,credit_card,3,252.67000000000002
order_003575,credit_card,3,376.76
order_003576,credit_card,3,195.66
order_003577,boleto,1,115.59
order_003578,credit_card,5,196.88
order_003579,credit_card,2,181.26999999999998
order_003580,boleto,1,389.64000000000004
order_003581,boleto,1,133.73000000000002
order_003582,credit_card,4,227.10999999999999
order_003583,boleto,1,149.91
order_003584,credit_card,4,110.33
order_003585,credit_card,1,571.92
order_003586,credit_card,1,60.97
order_003587,credit_card,1,351.65
order_003588,credit_card,2,164.92000000000002
order_003589,credit_card,1,322.9
order_003590,voucher,1,544.06
order_003591,boleto,1,301.09000000000003
order_003592,credit_card,6,408.13
order_003593,boleto,1,53.64
order_003594,credit_card,6,312.83
order_003595,credit_card,5,294.96
order_003596,boleto,1,251.29999999999998
order_003597,credit_card,1,419.32
order_003598,credit_card,5,47.82
order_003599,boleto,1,151.29
order_003600,boleto,1,727.65
order_003601,boleto,1,968.05
order_003602,credit_card,7,223.39999999999998
order_003603,boleto,1,624.86
order_003604,credit_card,7,1492.52
order_003605,boleto,1,125.67
order_003606,boleto,1,67.17999999999999
order_003607,credit_card,1,76.46
order_003608,credit_card,6,175.01
order_003609,boleto,1,83.07000000000001
order_003610,credit_card,3,495.28999999999996
order_003611,credit_card,4,46.550000000000004
order_003612,credit_card,10,131.47
order_003613,credit_card,1,227.13
order_003614,credit_card,1,469.03999999999996
order_003615,boleto,1,131.76999999999998
order_003616,debit_card,1,389.25
order_003617,credit_card,4,462.64
order_003618,credit_card,3,272.95
order_003619,credit_card,1,152.17
order_003620,credit_card,4,501.41999999999996
order_003621,credit_card,1,526.14
order_003622,credit_card,7,138.4
order_003623,credit_card,7,286.26
order_003624,boleto,1,211.11
order_003625,credit_card,2,499.02
order_003626,credit_card,1,126.45
order_003627,credit_card,5,239.63
order_003628,credit_card,1,573.43
order_003629,credit_card,8,368.71
order_003630,credit_card,1,124.36
order_003631,credit_card,1,88.94000000000001
order_003632,credit_card,1,356.32
order_003633,credit_card,2,189.83
order_003634,credit_card,2,59.29
order_003635,credit_card,6,187.79000000000002
order_003636,boleto,1,241.4
order_003637,credit_card,2,133.06
order_003638,voucher,1,90.69
order_003639,credit_card,4,450.19000000000005
order_003640,credit_card,4,125.33000000000001
order_003641,credit_card,7,126.75
order_003642,credit_card,5,210.18
order_003643,credit_card,1,142.73
order_003644,credit_card,4,200.16
order_003645,boleto,1,47.7
order_003646,boleto,1,633.76
order_003647,credit_card,1,183.96
order_003648,credit_card,4,365.55
order_003649,voucher,1,202.73
order_003650,credit_card,3,265.69
order_003651,credit_card,1,486.44
order_003652,boleto,1,61.089999999999996
order_003653,boleto,1,142.45000000000002
order_003654,credit_card,1,365.12
order_003655,boleto,1,893.8799999999999
order_003656,credit_card,1,89.64999999999999
order_003657,credit_card,1,136.1
order_003658,credit_card,2,72.45
order_003659,credit_card,1,218.13000000000002
order_003660,credit_card,2,782.99
order_003661,credit_card,6,581.41
order_003662,boleto,1,294.30999999999995
order_003663,credit_card,1,773.4699999999999
order_003664,boleto,1,189.18
order_003665,boleto,1,282.73
order_003666,credit_card,3,475.02
order_003667,credit_card,5,381.28
order_003668,boleto,1,602.95
order_003669,credit_card,9,174.75
order_003670,credit_card,1,167.22
order_003671,credit_card,4,101.36
order_003672,boleto,1,475.91999999999996
order_003673,credit_card,1,36.69
order_003674,credit_card,8,332.54999999999995
order_003675,credit_card,1,90.94
order_003676,debit_card,1,100.39
order_003677,boleto,1,48.01
order_003678,credit_card,1,116.08000000000001
order_003679,boleto,1,365.07
order_003680,credit_card,5,446.90999999999997
order_003681,credit_card,4,139.10999999999999
order_003682,boleto,1,449.98
order_003683,credit_card,7,289.65999999999997
order_003684,credit_card,1,120.92
order_003685,credit_card,1,61.73
order_003686,credit_card,1,120.05
order_003687,credit_card,1,265.92
order_003688,credit_card,4,146.32
order_003689,credit_card,1,157.39999999999998
order_003690,boleto,1,737.73
order_003691,credit_card,8,89.85
order_003692,credit_card,9,260.49
order_003693,credit_card,1,121.55
order_003694,credit_card,5,128.13
order_003695,credit_card,1,163.93
order_003696,credit_card,1,273.35999999999996
order_003697,credit_card,6,174.95000000000002
order_003698,credit_card,2,276.54
order_003699,credit_card,2,42.63
order_003700,credit_card,4,584.79
order_003701,credit_card,1,109.05
order_003702,credit_card,3,549.05
order_003703,debit_card,1,864.24
order_003704,voucher,1,445.54
order_003705,voucher,1,188.95
order_003706,credit_card,1,39.29
order_003707,credit_card,5,355.87
order_003708,voucher,1,285.12
order_003709,credit_card,1,114.46
order_003710,credit_card,1,610.53
order_003711,credit_card,4,356.77
order_003712,boleto,1,347.34000000000003
order_003713,credit_card,4,95.49
order_003714,credit_card,1,260.36
order_003715,credit_card,4,428.05
order_003716,boleto,1,571.47
order_003717,credit_card,1,88.46000000000001
order_003718,credit_card,1,144.86
order_003719,boleto,1,115.41
order_003720,credit_card,2,221.82999999999998
order_003721,credit_card,2,159.48
order_003722,credit_card,4,414.95
order_003723,credit_card,7,571.01
order_003724,credit_card,3,146.71
order_003725,boleto,1,142.96
order_003726,credit_card,7,54.08
order_003727,credit_card,1,134.28
order_003728,credit_card,1,90.44
order_003729,boleto,1,695.22
order_003730,boleto,1,416.55999999999995
order_003731,credit_card,4,696.15
order_003732,credit_card,4,50.17
order_003733,credit_card,6,253.92
order_003734,credit_card,3,75.16
order_003735,boleto,1,189.89999999999998
order_003736,credit_card,7,27.66
order_003737,credit_card,1,264.53999999999996
order_003738,credit_card,3,254.69
order_003739,boleto,1,435.65999999999997
order_003740,credit_card,2,125.61
order_003741,credit_card,7,146.76
order_003742,credit_card,1,512.58
order_003743,credit_card,3,38.3
order_003744,boleto,1,128.44
order_003745,boleto,1,176.36
order_003746,credit_card,1,581.27
order_003747,boleto,1,171.44
order_003748,credit_card,1,370.13
order_003749,boleto,1,80.9
order_003750,credit_card,6,467.54
order_003751,credit_card,2,132.33
order_003752,voucher,1,594.13
order_003753,debit_card,1,28.99
order_003754,debit_card,1,201.46
order_003755,credit_card,6,196.77
order_003756,credit_card,1,199.75
order_003757,credit_card,1,52.23
order_003758,credit_card,4,209.5
order_003759,credit_card,2,364.82
order_003760,boleto,1,230.74
order_003761,credit_card,3,277.38
order_003762,credit_card,1,159.17
order_003763,credit_card,5,463.15999999999997
order_003764,credit_card,5,602.72
order_003765,boleto,1,295.06
order_003766,credit_card,1,70.63
order_003767,credit_card,1,215.77
order_003768,credit_card,3,213.82
order_003769,credit_card,1,135.42
order_003770,boleto,1,79.95
order_003771,boleto,1,84.76
order_003772,credit_card,4,327.7
order_003773,credit_card,4,216.20000000000002
order_003774,credit_card,1,1115.98
order_003775,credit_card,8,1216.71
order_003776,credit_card,1,141.64
order_003777,credit_card,1,127.98
order_003778,credit_card,1,292.43
order_003779,credit_card,3,413.7
order_003780,boleto,1,266.11
order_003781,boleto,1,82.69
order_003782,boleto,1,49.25
order_003783,boleto,1,128.34
order_003784,boleto,1,116.59
order_003785,credit_card,2,207.1
order_003786,credit_card,2,679.6500000000001
order_003787,credit_card,5,156.41
order_003788,credit_card,1,239.02
order_003789,credit_card,5,90.77000000000001
order_003790,credit_card,6,682.44
order_003791,voucher,1,178.9
order_003792,credit_card,3,435.67
order_003793,boleto,1,79.96000000000001
order_003794,credit_card,3,187.99
order_003795,credit_card,1,98.89
order_003796,boleto,1,308.35
order_003797,credit_card,3,53.14
order_003798,credit_card,1,118.03999999999999
order_003799,credit_card,3,349.82
order_003800,debit_card,1,251.13
order_003801,boleto,1,149.24
order_003802,credit_card,1,334.78000000000003
order_003803,voucher,1,477.64
order_003804,boleto,1,39.7
order_003805,credit_card,1,522.96
order_003806,credit_card,1,192.21
order_003807,credit_card,7,77.17
order_003808,credit_card,5,139.56
order_003809,credit_card,1,74.73
order_003810,credit_card,5,144.57
order_003811,credit_card,1,101.71
order_003812,credit_card,4,336.11
order_003813,boleto,1,346.69
order_003814,credit_card,9,389.94
order_003815,boleto,1,238.12
order_003816,credit_card,6,245.95
order_003817,credit_card,1,210.60000000000002
order_003818,credit_card,1,324.73
order_003819,credit_card,9,78.07
order_003820,boleto,1,149.43
order_003821,credit_card,5,444.07000000000005
order_003822,credit_card,1,389.53
order_003823,credit_card,9,378.86
order_003824,credit_card,1,873.16
order_003825,credit_card,4,248.07
order_003826,credit_card,1,539.36
order_003827,credit_card,5,99.18
order_003828,credit_card,3,481.0
order_003829,boleto,1,65.77
order_003830,credit_card,1,298.29
order_003831,credit_card,1,246.92999999999998
order_003832,credit_card,1,96.86
order_003833,credit_card,1,411.82
order_003834,voucher,1,239.76999999999998
order_003835,voucher,1,356.82
order_003836,boleto,1,155.98
order_003837,boleto,1,75.98
order_003838,boleto,1,317.57000000000005
order_003839,credit_card,1,168.65
order_003840,credit_card,1,92.56
order_003841,credit_card,7,225.01
order_003842,voucher,1,686.0
order_003843,credit_card,7,93.34
order_003844,credit_card,5,381.39
order_003845,credit_card,1,391.11
order_003846,credit_card,3,89.59
order_003847,credit_card,3,332.1
order_003848,credit_card,5,139.71
order_003849,credit_card,2,200.59
order_003850,boleto,1,75.89
order_003851,credit_card,3,326.41999999999996
order_003852,boleto,1,30.48
order_003853,credit_card,1,145.76
order_003854,credit_card,3,201.56
order_003855,credit_card,1,116.34
order_003856,credit_card,4,255.57
order_003857,credit_card,1,311.38
order_003858,credit_card,6,181.85999999999999
order_003859,voucher,1,172.05
order_003860,credit_card,1,43.03
order_003861,credit_card,2,303.81
order_003862,credit_card,1,377.25
order_003863,boleto,1,601.38
order_003864,debit_card,1,270.32
order_003865,credit_card,10,125.3
order_003866,debit_card,1,134.86
order_003867,credit_card,5,286.98
order_003868,credit_card,7,145.35999999999999
order_003869,credit_card,1,147.65
order_003870,credit_card,1,506.17999999999995
order_003871,credit_card,5,250.07
order_003872,debit_card,1,644.7099999999999
order_003873,credit_card,3,483.32
order_003874,credit_card,1,167.29
order_003875,credit_card,2,138.29999999999998
order_003876,credit_card,8,417.40000000000003
order_003877,credit_card,1,574.7900000000001
order_003878,credit_card,2,292.97
order_003879,boleto,1,175.45999999999998
order_003880,credit_card,5,105.55
order_003881,credit_card,5,149.16
order_003882,voucher,1,173.95
order_003883,credit_card,3,379.69
order_003884,credit_card,2,377.74
order_003885,boleto,1,156.66
order_003886,boleto,1,84.35000000000001
order_003887,boleto,1,376.0
order_003888,boleto,1,60.86
order_003889,credit_card,1,204.38
order_003890,boleto,1,348.99
order_003891,credit_card,5,130.34
order_003892,credit_card,4,526.58
order_003893,boleto,1,32.769999999999996
order_003894,credit_card,10,67.78
order_003895,credit_card,1,1277.55
order_003896,voucher,1,207.03
order_003897,credit_card,4,386.59
order_003898,boleto,1,250.14
order_003899,voucher,1,324.31
order_003900,credit_card,2,570.5
order_003901,credit_card,2,783.3599999999999
order_003902,boleto,1,142.82
order_003903,credit_card,1,172.07
order_003904,credit_card,4,86.58
order_003905,credit_card,5,247.28
order_003906,credit_card,2,372.83000000000004
order_003907,boleto,1,74.6
order_003908,credit_card,4,242.9
order_003909,credit_card,1,296.01
order_003910,credit_card,1,288.43
order_003911,credit_card,1,705.0799999999999
order_003912,credit_card,1,232.65
order_003913,boleto,1,110.81
order_003914,credit_card,1,39.88
order_003915,credit_card,2,759.56
order_003916,boleto,1,257.16
order_003917,credit_card,5,57.46
order_003918,credit_card,9,282.05
order_003919,credit_card,1,651.76
order_003920,boleto,1,246.76000000000002
order_003921,credit_card,1,171.33999999999997
order_003922,credit_card,1,552.03
order_003923,credit_card,1,504.14
order_003924,credit_card,5,32.09
order_003925,credit_card,3,68.33
order_003926,credit_card,1,103.92
order_003927,boleto,1,337.2
order_003928,credit_card,1,640.53
order_003929,credit_card,1,142.16
order_003930,boleto,1,245.21
order_003931,credit_card,1,91.2
order_003932,boleto,1,138.31
order_003933,credit_card,9,169.64
order_003934,credit_card,8,75.43
order_003935,boleto,1,505.74
order_003936,credit_card,3,349.6
order_003937,credit_card,1,790.3499999999999
order_003938,credit_card,5,520.92
order_003939,credit_card,2,340.03
order_003940,boleto,1,84.74
order_003941,credit_card,1,68.25
order_003942,credit_card,4,315.62
order_003943,credit_card,2,314.98
order_003944,voucher,1,131.97
order_003945,credit_card,3,329.98
order_003946,boleto,1,178.76
order_003947,credit_card,2,521.21
order_003948,credit_card,2,897.9000000000001
order_003949,credit_card,5,267.36
order_003950,credit_card,7,433.0
order_003951,credit_card,5,645.5100000000001
order_003952,voucher,1,125.89
order_003953,voucher,1,186.16
order_003954,credit_card,1,225.57999999999998
order_003955,boleto,1,204.71
order_003956,credit_card,1,450.92
order_003957,boleto,1,518.9300000000001
order_003958,credit_card,1,657.9
order_003959,boleto,1,116.28
order_003960,credit_card,2,268.05
order_003961,boleto,1,427.03000000000003
order_003962,credit_card,3,220.16
order_003963,credit_card,6,553.37
order_003964,credit_card,6,49.81
order_003965,credit_card,5,104.1
order_003966,credit_card,10,826.4300000000001
order_003967,credit_card,1,559.9399999999999
order_003968,credit_card,3,315.10999999999996
order_003969,credit_card,5,428.08000000000004
order_003970,credit_card,2,80.58
order_003971,credit_card,2,391.12
order_003972,boleto,1,204.33999999999997
order_003973,boleto,1,267.21999999999997
order_003974,credit_card,1,41.39
order_003975,credit_card,3,43.76
order_003976,credit_card,8,561.27
order_003977,credit_card,4,44.33
order_003978,credit_card,7,190.07
order_003979,credit_card,1,546.54
order_003980,credit_card,2,306.93
order_003981,credit_card,4,60.93
order_003982,credit_card,1,106.74
order_003983,boleto,1,116.44999999999999
order_003984,debit_card,1,67.19
order_003985,boleto,1,363.49
order_003986,credit_card,4,256.43
order_003987,debit_card,1,284.75
order_003988,credit_card,2,411.14
order_003989,credit_card,3,193.43
order_003990,credit_card,1,565.37
order_003991,boleto,1,545.93
order_003992,credit_card,8,154.66
order_003993,credit_card,6,570.9300000000001
order_003994,credit_card,2,279.92
order_003995,boleto,1,266.83
order_003996,voucher,1,163.41000000000003
order_003997,credit_card,2,30.95
order_003998,boleto,1,353.52
order_003999,credit_card,1,297.39000000000004
order_004000,credit_card,2,503.31
order_004001,boleto,1,275.23
order_004002,credit_card,8,184.14
order_004003,credit_card,2,418.2
order_004004,credit_card,2,187.59
order_004005,credit_card,3,83.5
order_004006,debit_card,1,180.57
order_004007,credit_card,7,219.3
order_004008,credit_card,3,33.96
order_004009,credit_card,1,136.08
order_004010,credit_card,1,118.67
order_004011,credit_card,3,130.44
order_004012,credit_card,7,182.47
order_004013,boleto,1,556.02
order_004014,credit_card,7,574.5999999999999
order_004015,boleto,1,666.56
order_004016,credit_card,3,694.91
order_004017,credit_card,1,289.33000000000004
order_004018,credit_card,1,173.86
order_004019,credit_card,2,423.76
order_004020,credit_card,2,521.26
order_004021,credit_card,9,493.32
order_004022,credit_card,1,162.26
order_004023,credit_card,2,90.5
order_004024,credit_card,10,229.8
order_004025,credit_card,3,697.49
order_004026,boleto,1,501.55999999999995
order_004027,credit_card,1,160.20999999999998
order_004028,credit_card,4,468.31
order_004029,credit_card,2,150.28
order_004030,credit_card,1,438.05
order_004031,credit_card,4,371.27
order_004032,boleto,1,405.11
order_004033,credit_card,2,66.6
order_004034,credit_card,1,443.08
order_004035,boleto,1,130.93
order_004036,credit_card,4,822.2399999999999
order_004037,credit_card,3,315.65999999999997
order_004038,credit_card,1,69.81
order_004039,debit_card,1,483.35999999999996
order_004040,boleto,1,78.98
order_004041,credit_card,2,867.57
order_004042,credit_card,2,278.22
order_004043,credit_card,4,277.99
order_004044,credit_card,3,275.45
order_004045,credit_card,4,167.79000000000002
order_004046,credit_card,4,653.95
order_004047,boleto,1,566.38
order_004048,credit_card,3,437.57
order_004049,credit_card,1,379.27
order_004050,credit_card,1,203.38
order_004051,credit_card,2,215.51
order_004052,credit_card,6,63.0
order_004053,credit_card,2,189.01999999999998
order_004054,credit_card,5,234.82999999999998
order_004055,boleto,1,175.26999999999998
order_004056,credit_card,1,120.2
order_004057,credit_card,1,142.29999999999998
order_004058,credit_card,3,144.05
order_004059,credit_card,9,176.99
order_004060,credit_card,1,376.78000000000003
order_004061,credit_card,1,209.91
order_004062,credit_card,1,308.71999999999997
order_004063,credit_card,2,349.17
order_004064,credit_card,6,726.56
order_004065,credit_card,2,412.98
order_004066,credit_card,1,102.26
order_004067,debit_card,1,127.78
order_004068,credit_card,6,116.75999999999999
order_004069,boleto,1,210.10000000000002
order_004070,credit_card,1,204.56
order_004071,credit_card,5,528.37
order_004072,boleto,1,377.97
order_004073,boleto,1,319.08
order_004074,boleto,1,145.39
order_004075,credit_card,5,37.58
order_004076,credit_card,9,428.65999999999997
order_004077,debit_card,1,103.76
order_004078,credit_card,2,91.01
order_004079,boleto,1,189.12
order_004080,boleto,1,458.62
order_004081,debit_card,1,711.6
order_004082,credit_card,1,191.88
order_004083,voucher,1,230.86
order_004084,boleto,1,255.61
order_004085,boleto,1,379.58
order_004086,credit_card,1,206.06
order_004087,voucher,1,393.92999999999995
order_004088,boleto,1,147.2
order_004089,boleto,1,120.62
order_004090,credit_card,1,83.16
order_004091,credit_card,1,208.89
order_004092,credit_card,3,135.43
order_004093,voucher,1,139.26999999999998
order_004094,credit_card,1,190.76000000000002
order_004095,credit_card,1,196.88
order_004096,credit_card,1,290.64
order_004097,credit_card,5,302.92999999999995
order_004098,boleto,1,145.97
order_004099,credit_card,2,168.54
order_004100,credit_card,1,90.67
order_004101,credit_card,3,374.51
order_004102,boleto,1,238.9
order_004103,credit_card,1,226.18
order_004104,voucher,1,140.52
order_004105,credit_card,2,217.02
order_004106,boleto,1,77.25
order_004107,credit_card,1,128.36
order_004108,credit_card,4,224.96
order_004109,credit_card,7,415.49
order_004110,credit_card,3,290.68
order_004111,credit_card,1,154.82
order_004112,credit_card,6,466.1
order_004113,debit_card,1,121.23
order_004114,credit_card,3,107.92
order_004115,credit_card,2,43.55
order_004116,boleto,1,117.48
order_004117,boleto,1,416.66
order_004118,credit_card,1,445.78
order_004119,credit_card,1,484.69
order_004120,boleto,1,150.28
order_004121,credit_card,4,427.90000000000003
order_004122,boleto,1,147.72
order_004123,credit_card,4,523.86
order_004124,credit_card,1,205.31
order_004125,credit_card,1,58.06
order_004126,boleto,1,23.09
order_004127,boleto,1,232.02
order_004128,credit_card,4,405.89
order_004129,credit_card,4,393.31
order_004130,credit_card,1,259.71000000000004
order_004131,credit_card,1,365.83000000000004
order_004132,boleto,1,173.87
order_004133,credit_card,6,75.74000000000001
order_004134,boleto,1,140.52
order_004135,credit_card,1,147.06
order_004136,credit_card,2,575.5600000000001
order_004137,credit_card,6,131.39
order_004138,credit_card,5,219.77
order_004139,boleto,1,229.56
order_004140,credit_card,2,307.44
order_004141,credit_card,2,88.01
order_004142,credit_card,2,216.98
order_004143,credit_card,8,184.69
order_004144,credit_card,6,115.38999999999999
order_004145,credit_card,1,257.19
order_004146,credit_card,2,243.67000000000002
order_004147,credit_card,5,187.2
order_004148,voucher,1,602.15
order_004149,credit_card,9,711.42
order_004150,credit_card,3,105.28
order_004151,credit_card,1,120.69
order_004152,credit_card,7,162.57
order_004153,credit_card,5,148.81
order_004154,credit_card,1,72.95
order_004155,credit_card,6,513.0799999999999
order_004156,boleto,1,183.27
order_004157,credit_card,1,252.12
order_004158,boleto,1,104.57
order_004159,credit_card,3,482.89
order_004160,credit_card,1,202.28
order_004161,boleto,1,159.48
order_004162,credit_card,1,443.65999999999997
order_004163,credit_card,6,252.05
order_004164,credit_card,2,135.58
order_004165,boleto,1,580.98
order_004166,boleto,1,317.74
order_004167,credit_card,4,352.05
order_004168,credit_card,6,235.98
order_004169,credit_card,3,120.9
order_004170,credit_card,2,202.06
order_004171,credit_card,3,154.60999999999999
order_004172,credit_card,1,39.25
order_004173,boleto,1,504.24
order_004174,boleto,1,242.63
order_004175,credit_card,5,288.95
order_004176,credit_card,2,652.7
order_004177,credit_card,7,39.16
order_004178,credit_card,4,332.99
order_004179,credit_card,5,149.04999999999998
order_004180,credit_card,3,545.09
order_004181,credit_card,1,367.48999999999995
order_004182,credit_card,1,184.32999999999998
order_004183,credit_card,4,587.62
order_004184,credit_card,1,475.36
order_004185,boleto,1,50.7
order_004186,credit_card,6,65.8
order_004187,boleto,1,232.22000000000003
order_004188,credit_card,6,91.45
order_004189,boleto,1,592.35
order_004190,credit_card,2,720.0200000000001
order_004191,boleto,1,57.24
order_004192,credit_card,1,375.76000000000005
order_004193,credit_card,1,221.75
order_004194,credit_card,2,282.95
order_004195,boleto,1,57.19
order_004196,boleto,1,184.51000000000002
order_004197,credit_card,3,88.34
order_004198,credit_card,3,337.62
order_004199,credit_card,1,363.78999999999996
order_004200,credit_card,4,158.3
order_004201,voucher,1,392.06
order_004202,credit_card,1,115.96000000000001
order_004203,debit_card,1,74.17
order_004204,boleto,1,159.16
order_004205,boleto,1,206.38
order_004206,voucher,1,115.66
order_004207,credit_card,1,77.97999999999999
order_004208,boleto,1,375.26
order_004209,credit_card,1,286.69
order_004210,boleto,1,458.01
order_004211,credit_card,1,149.11999999999998
order_004212,credit_card,7,73.82000000000001
order_004213,credit_card,4,456.39
order_004214,credit_card,6,75.1
order_004215,credit_card,7,38.58
order_004216,credit_card,7,118.84
order_004217,debit_card,1,178.51999999999998
order_004218,boleto,1,76.86
order_004219,credit_card,7,247.44
order_004220,credit_card,1,241.25
order_004221,credit_card,2,727.1
order_004222,credit_card,1,731.56
order_004223,credit_card,2,411.15
order_004224,credit_card,2,320.14
order_004225,debit_card,1,638.0600000000001
order_004226,credit_card,1,252.77
order_004227,credit_card,6,46.51
order_004228,boleto,1,221.57999999999998
order_004229,boleto,1,97.67
order_004230,credit_card,10,902.1400000000001
order_004231,credit_card,2,172.58
order_004232,credit_card,3,257.55999999999995
order_004233,credit_card,8,370.37
order_004234,credit_card,1,108.58
order_004235,credit_card,1,266.71
order_004236,credit_card,7,149.53
order_004237,credit_card,8,34.05
order_004238,credit_card,3,134.78
order_004239,credit_card,1,66.33
order_004240,credit_card,2,595.7
order_004241,credit_card,2,366.08000000000004
order_004242,boleto,1,122.10999999999999
order_004243,credit_card,1,408.13
order_004244,credit_card,8,216.53
order_004245,boleto,1,43.07
order_004246,credit_card,3,364.6
order_004247,boleto,1,189.53
order_004248,voucher,1,80.66
order_004249,credit_card,1,307.23
order_004250,boleto,1,727.71
order_004251,credit_card,6,415.06
order_004252,credit_card,2,918.83
order_004253,credit_card,1,131.56
order_004254,credit_card,5,605.45
order_004255,credit_card,1,120.19
order_004256,boleto,1,331.12
order_004257,credit_card,7,595.9300000000001
order_004258,credit_card,1,342.46999999999997
order_004259,credit_card,6,33.81
order_004260,credit_card,2,134.69
order_004261,credit_card,1,67.63
order_004262,debit_card,1,358.45000000000005
order_004263,credit_card,1,129.77
order_004264,credit_card,1,384.78000000000003
order_004265,voucher,1,100.74000000000001
order_004266,boleto,1,1058.07
order_004267,credit_card,1,519.15
order_004268,boleto,1,231.88
order_004269,credit_card,1,723.79
order_004270,credit_card,1,38.55
order_004271,credit_card,1,190.88
order_004272,credit_card,8,328.64
order_004273,credit_card,7,153.29000000000002
order_004274,boleto,1,125.91
order_004275,boleto,1,524.6
order_004276,boleto,1,67.69
