order_id,customer_id,customer_state,order_status,order_purchase_timestamp,order_delivered_date,order_estimated_delivery_date,delivery_days,estimated_delivery_days,delivery_delta,review_score
order_003079,cust_002391,SP,delivered,2018-04-08 23:29:00,2018-04-12 23:29:00,2018-04-18 23:29:00,4.0,10,-6.0,5
order_003080,cust_005365,RJ,delivered,2018-02-28 11:47:00,2018-03-03 11:47:00,2018-03-10 11:47:00,3.0,10,-7.0,4
order_003081,cust_005318,CE,delivered,2017-03-25 13:00:00,2017-04-07 13:00:00,2017-04-13 13:00:00,13.0,19,-6.0,4
order_003082,cust_005761,RJ,delivered,2018-07-10 21:26:00,2018-07-20 21:26:00,2018-07-20 21:26:00,10.0,10,0.0,4
order_003083,cust_001273,PR,delivered,2017-05-10 08:06:00,2017-05-19 08:06:00,2017-05-23 08:06:00,9.0,13,-4.0,4
order_003084,cust_001950,SP,delivered,2018-08-26 04:29:00,2018-08-27 04:29:00,2018-09-05 04:29:00,1.0,10,-9.0,4
order_003085,cust_005252,SP,delivered,2017-07-01 09:26:00,2017-07-08 09:26:00,2017-07-11 09:26:00,7.0,10,-3.0,4
order_003086,cust_000847,SP,delivered,2018-05-07 09:24:00,2018-05-11 09:24:00,2018-05-17 09:24:00,4.0,10,-6.0,4
order_003087,cust_005502,RS,delivered,2017-08-01 17:06:00,2017-08-16 17:06:00,2017-08-14 17:06:00,15.0,13,2.0,5
order_003088,cust_000311,SC,delivered,2017-08-29 17:44:00,2017-09-08 17:44:00,2017-09-11 17:44:00,10.0,13,-3.0,4
order_003089,cust_000335,RS,delivered,2017-08-22 10:09:00,2017-09-06 10:09:00,2017-09-04 10:09:00,15.0,13,2.0,4
order_003090,cust_008736,SP,delivered,2018-05-16 21:30:00,2018-05-18 21:30:00,2018-05-26 21:30:00,2.0,10,-8.0,4
order_003091,cust_004153,MG,processing,2017-12-31 08:46:00,2018-01-14 08:46:00,2018-01-10 08:46:00,14.0,10,4.0,5
order_003092,cust_002111,SP,delivered,2018-07-30 13:02:00,2018-08-09 13:02:00,2018-08-09 13:02:00,10.0,10,0.0,5
order_003093,cust_002172,RS,delivered,2017-08-20 23:13:00,2017-09-05 23:13:00,2017-09-02 23:13:00,16.0,13,3.0,3
order_003094,cust_002333,ES,delivered,2018-04-12 20:15:00,2018-04-19 20:15:00,2018-04-25 20:15:00,7.0,13,-6.0,5
order_003095,cust_009353,ES,delivered,2018-05-19 22:27:00,2018-05-28 22:27:00,2018-06-01 22:27:00,9.0,13,-4.0,5
order_003096,cust_000065,SP,delivered,2017-03-24 02:39:00,2017-03-30 02:39:00,2017-04-03 02:39:00,6.0,10,-4.0,4
order_003097,cust_005298,SP,delivered,2017-11-01 01:55:00,2017-11-05 01:55:00,2017-11-11 01:55:00,4.0,10,-6.0,5
order_003098,cust_000797,RJ,delivered,2017-11-29 01:54:00,2017-12-02 01:54:00,2017-12-09 01:54:00,3.0,10,-7.0,4
order_003099,cust_005290,SP,delivered,2017-09-28 17:06:00,2017-09-29 17:06:00,2017-10-08 17:06:00,1.0,10,-9.0,5
order_003100,cust_006396,SP,delivered,2017-09-01 16:37:00,2017-09-03 16:37:00,2017-09-11 16:37:00,2.0,10,-8.0,5
order_003101,cust_003258,SP,delivered,2018-04-09 09:06:00,2018-04-15 09:06:00,2018-04-19 09:06:00,6.0,10,-4.0,3
order_003102,cust_007873,RJ,delivered,2017-05-30 03:42:00,2017-05-31 03:42:00,2017-06-09 03:42:00,1.0,10,-9.0,5
order_003103,cust_008418,RS,delivered,2018-04-23 15:58:00,2018-05-10 15:58:00,2018-05-06 15:58:00,17.0,13,4.0,3
order_003104,cust_005163,MS,delivered,2018-08-27 16:59:00,2018-09-21 16:59:00,2018-09-15 16:59:00,25.0,19,6.0,4
order_003105,cust_008383,MG,delivered,2018-01-07 05:19:00,2018-01-10 05:19:00,2018-01-17 05:19:00,3.0,10,-7.0,5
order_003106,cust_009479,SP,delivered,2018-02-18 18:51:00,2018-03-03 18:51:00,2018-02-28 18:51:00,13.0,10,3.0,3
order_003107,cust_005725,PR,delivered,2016-12-07 21:20:00,2016-12-13 21:20:00,2016-12-20 21:20:00,6.0,13,-7.0,4
order_003108,cust_008369,SP,delivered,2018-07-20 17:31:00,2018-07-21 17:31:00,2018-07-30 17:31:00,1.0,10,-9.0,4
order_003109,cust_003003,SP,delivered,2017-08-01 14:33:00,2017-08-13 14:33:00,2017-08-11 14:33:00,12.0,10,2.0,5
order_003110,cust_003545,PR,delivered,2018-02-22 18:26:00,2018-03-13 18:26:00,2018-03-07 18:26:00,19.0,13,6.0,2
order_003111,cust_007970,RS,delivered,2018-09-19 05:43:00,2018-09-28 05:43:00,2018-10-02 05:43:00,9.0,13,-4.0,5
order_003112,cust_008624,MG,delivered,2018-02-05 00:26:00,2018-02-17 00:26:00,2018-02-15 00:26:00,12.0,10,2.0,5
order_003113,cust_000999,SP,delivered,2018-05-02 22:55:00,2018-05-03 22:55:00,2018-05-12 22:55:00,1.0,10,-9.0,5
order_003114,cust_002658,SP,canceled,2017-11-16 22:42:00,2017-11-17 22:42:00,2017-11-26 22:42:00,1.0,10,-9.0,2
order_003115,cust_002534,SP,delivered,2016-11-30 18:53:00,2016-12-11 18:53:00,2016-12-10 18:53:00,11.0,10,1.0,2
order_003116,cust_004425,SE,delivered,2018-06-13 03:52:00,2018-07-07 03:52:00,2018-07-02 03:52:00,24.0,19,5.0,5
order_003117,cust_001690,SP,delivered,2016-11-12 18:52:00,2016-11-20 18:52:00,2016-11-22 18:52:00,8.0,10,-2.0,3
order_003118,cust_007474,ES,delivered,2018-04-18 05:39:00,2018-04-25 05:39:00,2018-05-01 05:39:00,7.0,13,-6.0,4
order_003119,cust_003953,PR,delivered,2016-11-04 21:08:00,2016-11-17 21:08:00,2016-11-17 21:08:00,13.0,13,0.0,4
order_003120,cust_008526,BA,delivered,2018-07-19 09:09:00,2018-07-30 09:09:00,2018-08-01 09:09:00,11.0,13,-2.0,3
order_003121,cust_001995,RJ,delivered,2017-03-31 09:57:00,2017-04-03 09:57:00,2017-04-10 09:57:00,3.0,10,-7.0,5
order_003122,cust_005601,CE,delivered,2017-12-12 03:17:00,2017-12-17 03:17:00,2017-12-31 03:17:00,5.0,19,-14.0,5
order_003123,cust_006052,SP,delivered,2018-02-06 11:56:00,2018-02-10 11:56:00,2018-02-16 11:56:00,4.0,10,-6.0,4
order_003124,cust_008218,RS,delivered,2017-11-20 10:47:00,2017-12-02 10:47:00,2017-12-03 10:47:00,12.0,13,-1.0,5
order_003125,cust_008111,MG,delivered,2017-09-16 18:42:00,2017-09-22 18:42:00,2017-09-26 18:42:00,6.0,10,-4.0,3
order_003126,cust_001604,SP,delivered,2017-11-24 22:03:00,2017-12-11 22:03:00,2017-12-04 22:03:00,17.0,10,7.0,3
order_003127,cust_007143,PR,delivered,2017-08-23 11:59:00,2017-09-07 11:59:00,2017-09-05 11:59:00,15.0,13,2.0,4
order_003128,cust_007485,MA,delivered,2017-11-14 16:23:00,2017-11-22 16:23:00,2017-12-03 16:23:00,8.0,19,-11.0,5
order_003129,cust_000641,RO,delivered,2017-10-01 12:59:00,2017-10-12 12:59:00,2017-10-20 12:59:00,11.0,19,-8.0,4
order_003130,cust_007302,RJ,delivered,2018-01-08 03:26:00,2018-01-09 03:26:00,2018-01-18 03:26:00,1.0,10,-9.0,4
order_003131,cust_007370,RS,delivered,2017-06-20 05:38:00,2017-06-26 05:38:00,2017-07-03 05:38:00,6.0,13,-7.0,5
order_003132,cust_003106,RS,delivered,2018-09-24 07:25:00,2018-09-25 07:25:00,2018-10-07 07:25:00,1.0,13,-12.0,4
order_003133,cust_002989,SP,delivered,2017-12-06 01:08:00,2017-12-19 01:08:00,2017-12-16 01:08:00,13.0,10,3.0,3
order_003134,cust_004918,SC,delivered,2017-05-08 09:50:00,2017-05-17 09:50:00,2017-05-21 09:50:00,9.0,13,-4.0,5
order_003135,cust_004303,RJ,delivered,2017-11-27 00:47:00,2017-12-16 00:47:00,2017-12-07 00:47:00,19.0,10,9.0,4
order_003136,cust_009070,RJ,shipped,2018-07-21 17:07:00,2018-07-22 17:07:00,2018-07-31 17:07:00,1.0,10,-9.0,4
order_003137,cust_007742,SP,canceled,2016-11-03 09:53:00,2016-11-04 09:53:00,2016-11-13 09:53:00,1.0,10,-9.0,1
order_003138,cust_002389,RJ,delivered,2018-04-05 10:48:00,2018-04-11 10:48:00,2018-04-15 10:48:00,6.0,10,-4.0,5
order_003139,cust_001612,RS,delivered,2017-12-27 06:57:00,2018-01-01 06:57:00,2018-01-09 06:57:00,5.0,13,-8.0,5
order_003140,cust_007632,SP,delivered,2017-04-13 02:38:00,2017-04-15 02:38:00,2017-04-23 02:38:00,2.0,10,-8.0,4
order_003141,cust_003464,MG,delivered,2018-06-24 05:34:00,2018-06-26 05:34:00,2018-07-04 05:34:00,2.0,10,-8.0,4
order_003142,cust_006980,SP,delivered,2017-10-09 07:00:00,2017-10-18 07:00:00,2017-10-19 07:00:00,9.0,10,-1.0,5
order_003143,cust_008762,SP,delivered,2017-08-08 04:55:00,2017-08-14 04:55:00,2017-08-18 04:55:00,6.0,10,-4.0,5
order_003144,cust_009366,PA,delivered,2018-06-30 18:26:00,2018-07-14 18:26:00,2018-07-19 18:26:00,14.0,19,-5.0,5
order_003145,cust_002975,ES,delivered,2018-03-10 12:25:00,2018-03-11 12:25:00,2018-03-23 12:25:00,1.0,13,-12.0,5
order_003146,cust_005226,BA,delivered,2018-08-08 10:59:00,2018-08-13 10:59:00,2018-08-21 10:59:00,5.0,13,-8.0,4
order_003147,cust_005258,MS,shipped,2018-03-05 21:25:00,2018-03-11 21:25:00,2018-03-24 21:25:00,6.0,19,-13.0,4
order_003148,cust_000279,SP,delivered,2018-05-12 10:33:00,2018-05-21 10:33:00,2018-05-22 10:33:00,9.0,10,-1.0,3
order_003149,cust_006215,GO,delivered,2018-07-05 08:01:00,2018-07-23 08:01:00,2018-07-18 08:01:00,18.0,13,5.0,4
order_003150,cust_002670,MG,delivered,2016-11-26 20:50:00,2016-11-30 20:50:00,2016-12-06 20:50:00,4.0,10,-6.0,4
order_003151,cust_005857,RS,delivered,2018-06-01 11:08:00,2018-06-02 11:08:00,2018-06-14 11:08:00,1.0,13,-12.0,4
order_003152,cust_002153,ES,delivered,2018-02-20 08:22:00,2018-02-24 08:22:00,2018-03-05 08:22:00,4.0,13,-9.0,5
order_003153,cust_007668,SP,delivered,2016-12-08 09:04:00,2016-12-11 09:04:00,2016-12-18 09:04:00,3.0,10,-7.0,5
order_003154,cust_008301,PR,delivered,2017-12-09 08:54:00,2017-12-23 08:54:00,2017-12-22 08:54:00,14.0,13,1.0,5
order_003155,cust_005269,PR,canceled,2016-12-19 17:09:00,2016-12-25 17:09:00,2017-01-01 17:09:00,6.0,13,-7.0,1
order_003156,cust_004109,SP,delivered,2018-05-09 16:57:00,2018-05-26 16:57:00,2018-05-19 16:57:00,17.0,10,7.0,3
order_003157,cust_002052,SP,delivered,2017-12-26 09:13:00,2017-12-27 09:13:00,2018-01-05 09:13:00,1.0,10,-9.0,4
order_003158,cust_003066,RJ,delivered,2018-09-06 03:09:00,2018-09-07 03:09:00,2018-09-16 03:09:00,1.0,10,-9.0,5
order_003159,cust_009049,SP,delivered,2017-04-27 23:53:00,2017-05-10 23:53:00,2017-05-07 23:53:00,13.0,10,3.0,3
order_003160,cust_007246,SP,delivered,2018-02-14 17:36:00,2018-02-23 17:36:00,2018-02-24 17:36:00,9.0,10,-1.0,5
order_003161,cust_007772,RJ,delivered,2017-05-25 08:37:00,2017-06-07 08:37:00,2017-06-04 08:37:00,13.0,10,3.0,5
order_003162,cust_000177,CE,canceled,2018-02-21 15:21:00,2018-03-09 15:21:00,2018-03-12 15:21:00,16.0,19,-3.0,1
order_003163,cust_008968,DF,delivered,2018-05-01 22:15:00,2018-05-17 22:15:00,2018-05-14 22:15:00,16.0,13,3.0,4
order_003164,cust_007545,CE,canceled,2018-05-01 10:52:00,2018-05-22 10:52:00,2018-05-20 10:52:00,21.0,19,2.0,2
order_003165,cust_003448,GO,canceled,2018-06-23 14:50:00,2018-06-30 14:50:00,2018-07-06 14:50:00,7.0,13,-6.0,2
order_003166,cust_007313,MG,delivered,2018-07-14 02:47:00,2018-07-20 02:47:00,2018-07-24 02:47:00,6.0,10,-4.0,4
order_003167,cust_007822,SP,delivered,2016-12-15 20:19:00,2016-12-16 20:19:00,2016-12-25 20:19:00,1.0,10,-9.0,5
order_003168,cust_001555,SP,delivered,2017-09-18 04:40:00,2017-09-29 04:40:00,2017-09-28 04:40:00,11.0,10,1.0,3
order_003169,cust_002237,RJ,delivered,2018-04-09 04:35:00,2018-04-11 04:35:00,2018-04-19 04:35:00,2.0,10,-8.0,5
order_003170,cust_003367,MG,canceled,2017-12-05 12:51:00,2017-12-16 12:51:00,2017-12-15 12:51:00,11.0,10,1.0,1
order_003171,cust_000577,SP,canceled,2017-05-04 16:25:00,2017-05-13 16:25:00,2017-05-14 16:25:00,9.0,10,-1.0,1
order_003172,cust_005516,SP,delivered,2017-12-29 19:43:00,2018-01-04 19:43:00,2018-01-08 19:43:00,6.0,10,-4.0,4
order_003173,cust_002522,GO,delivered,2017-11-03 19:56:00,2017-11-20 19:56:00,2017-11-16 19:56:00,17.0,13,4.0,4
order_003174,cust_005693,MA,delivered,2017-10-25 19:38:00,2017-11-09 19:38:00,2017-11-13 19:38:00,15.0,19,-4.0,3
order_003175,cust_000045,MG,delivered,2018-06-20 00:29:00,2018-07-04 00:29:00,2018-06-30 00:29:00,14.0,10,4.0,4
order_003176,cust_005724,SP,delivered,2017-11-04 15:06:00,2017-11-07 15:06:00,2017-11-14 15:06:00,3.0,10,-7.0,5
order_003177,cust_000980,SP,delivered,2016-11-06 01:11:00,2016-11-21 01:11:00,2016-11-16 01:11:00,15.0,10,5.0,5
order_003178,cust_006289,DF,canceled,2016-11-28 10:39:00,2016-12-14 10:39:00,2016-12-11 10:39:00,16.0,13,3.0,1
order_003179,cust_004477,SP,delivered,2018-07-16 00:57:00,2018-07-17 00:57:00,2018-07-26 00:57:00,1.0,10,-9.0,4
order_003180,cust_005988,RS,delivered,2018-09-09 02:07:00,2018-09-20 02:07:00,2018-09-22 02:07:00,11.0,13,-2.0,5
order_003181,cust_002114,PR,delivered,2018-04-10 07:10:00,2018-04-11 07:10:00,2018-04-23 07:10:00,1.0,13,-12.0,4
order_003182,cust_004941,SP,delivered,2017-10-05 20:04:00,2017-10-10 20:04:00,2017-10-15 20:04:00,5.0,10,-5.0,5
order_003183,cust_003554,PE,delivered,2018-08-29 07:25:00,2018-09-05 07:25:00,2018-09-17 07:25:00,7.0,19,-12.0,4
order_003184,cust_007729,RS,delivered,2018-03-25 20:08:00,2018-04-05 20:08:00,2018-04-07 20:08:00,11.0,13,-2.0,5
order_003185,cust_008153,SP,delivered,2018-07-09 16:36:00,2018-07-26 16:36:00,2018-07-19 16:36:00,17.0,10,7.0,3
order_003186,cust_004043,SP,delivered,2018-05-26 18:50:00,2018-06-23 18:50:00,2018-06-05 18:50:00,28.0,10,18.0,2
order_003187,cust_006951,MG,delivered,2017-10-17 01:50:00,2017-10-29 01:50:00,2017-10-27 01:50:00,12.0,10,2.0,3
order_003188,cust_003570,MA,delivered,2017-11-27 22:46:00,2017-12-15 22:46:00,2017-12-16 22:46:00,18.0,19,-1.0,3
order_003189,cust_005700,SP,delivered,2017-04-30 07:27:00,2017-05-04 07:27:00,2017-05-10 07:27:00,4.0,10,-6.0,5
order_003190,cust_009404,MA,delivered,2017-08-07 23:26:00,2017-08-13 23:26:00,2017-08-26 23:26:00,6.0,19,-13.0,5
order_003191,cust_004848,MG,delivered,2018-06-02 07:00:00,2018-06-04 07:00:00,2018-06-12 07:00:00,2.0,10,-8.0,5
order_003192,cust_001989,RJ,delivered,2018-08-05 13:10:00,2018-08-08 13:10:00,2018-08-15 13:10:00,3.0,10,-7.0,5
order_003193,cust_006846,RJ,delivered,2018-05-02 06:17:00,2018-05-15 06:17:00,2018-05-12 06:17:00,13.0,10,3.0,5
order_003194,cust_008916,SP,delivered,2017-11-23 14:09:00,2017-11-24 14:09:00,2017-12-03 14:09:00,1.0,10,-9.0,5
order_003195,cust_009434,ES,canceled,2016-12-23 03:20:00,2017-01-02 03:20:00,2017-01-05 03:20:00,10.0,13,-3.0,2
order_003196,cust_005874,RJ,delivered,2016-11-27 00:13:00,2016-12-07 00:13:00,2016-12-07 00:13:00,10.0,10,0.0,4
order_003197,cust_009369,MG,delivered,2017-10-13 19:51:00,2017-10-30 19:51:00,2017-10-23 19:51:00,17.0,10,7.0,3
order_003198,cust_002202,SP,delivered,2017-11-22 08:44:00,2017-11-23 08:44:00,2017-12-02 08:44:00,1.0,10,-9.0,4
order_003199,cust_002841,SP,delivered,2018-02-16 16:55:00,2018-02-21 16:55:00,2018-02-26 16:55:00,5.0,10,-5.0,4
order_003200,cust_006091,SP,delivered,2016-10-12 19:03:00,2016-10-22 19:03:00,2016-10-22 19:03:00,10.0,10,0.0,5
order_003201,cust_008753,RJ,delivered,2018-09-24 04:17:00,2018-09-26 04:17:00,2018-10-04 04:17:00,2.0,10,-8.0,4
order_003202,cust_005509,SP,delivered,2017-10-05 16:52:00,2017-10-12 16:52:00,2017-10-15 16:52:00,7.0,10,-3.0,4
order_003203,cust_003139,SP,delivered,2018-07-11 06:09:00,2018-07-15 06:09:00,2018-07-21 06:09:00,4.0,10,-6.0,4
order_003204,cust_001693,RJ,canceled,2017-12-21 08:27:00,2017-12-23 08:27:00,2017-12-31 08:27:00,2.0,10,-8.0,2
order_003205,cust_009036,ES,delivered,2017-02-28 12:17:00,2017-03-19 12:17:00,2017-03-13 12:17:00,19.0,13,6.0,4
order_003206,cust_003623,RJ,delivered,2018-06-13 11:07:00,2018-06-28 11:07:00,2018-06-23 11:07:00,15.0,10,5.0,4
order_003207,cust_004994,SP,delivered,2018-04-23 22:49:00,2018-05-04 22:49:00,2018-05-03 22:49:00,11.0,10,1.0,5
order_003208,cust_007080,SP,delivered,2017-12-18 04:06:00,2017-12-23 04:06:00,2017-12-28 04:06:00,5.0,10,-5.0,5
order_003209,cust_009294,MG,delivered,2017-12-12 14:02:00,2017-12-22 14:02:00,2017-12-22 14:02:00,10.0,10,0.0,5
order_003210,cust_000750,SP,delivered,2016-12-24 17:37:00,2017-01-03 17:37:00,2017-01-03 17:37:00,10.0,10,0.0,5
order_003211,cust_007739,SP,delivered,2018-03-21 05:58:00,2018-04-09 05:58:00,2018-03-31 05:58:00,19.0,10,9.0,3
order_003212,cust_004413,PA,delivered,2018-08-15 19:32:00,2018-08-16 19:32:00,2018-09-03 19:32:00,1.0,19,-18.0,4
order_003213,cust_008825,SC,delivered,2016-12-29 20:16:00,2016-12-31 20:16:00,2017-01-11 20:16:00,2.0,13,-11.0,3
order_003214,cust_002086,ES,delivered,2017-07-13 10:58:00,2017-07-22 10:58:00,2017-07-26 10:58:00,9.0,13,-4.0,5
order_003215,cust_005701,RJ,delivered,2018-08-10 23:01:00,2018-08-18 23:01:00,2018-08-20 23:01:00,8.0,10,-2.0,4
order_003216,cust_003865,MT,delivered,2017-07-31 08:18:00,2017-08-08 08:18:00,2017-08-19 08:18:00,8.0,19,-11.0,5
order_003217,cust_008698,PE,delivered,2018-03-20 05:24:00,2018-04-06 05:24:00,2018-04-08 05:24:00,17.0,19,-2.0,3
order_003218,cust_000328,SP,delivered,2017-12-21 06:03:00,2017-12-22 06:03:00,2017-12-31 06:03:00,1.0,10,-9.0,5
order_003219,cust_008413,ES,delivered,2018-02-05 02:33:00,2018-02-06 02:33:00,2018-02-18 02:33:00,1.0,13,-12.0,5
order_003220,cust_003887,SP,shipped,2017-11-06 09:09:00,2017-11-07 09:09:00,2017-11-16 09:09:00,1.0,10,-9.0,4
order_003221,cust_006816,SP,delivered,2017-08-14 16:26:00,2017-08-25 16:26:00,2017-08-24 16:26:00,11.0,10,1.0,5
order_003222,cust_006316,SP,delivered,2016-11-22 15:25:00,2016-11-29 15:25:00,2016-12-02 15:25:00,7.0,10,-3.0,5
order_003223,cust_009170,CE,delivered,2018-05-14 00:43:00,2018-05-18 00:43:00,2018-06-02 00:43:00,4.0,19,-15.0,5
order_003224,cust_003093,SP,delivered,2018-05-15 19:51:00,2018-05-24 19:51:00,2018-05-25 19:51:00,9.0,10,-1.0,5
order_003225,cust_004989,RJ,delivered,2018-03-30 09:00:00,2018-04-16 09:00:00,2018-04-09 09:00:00,17.0,10,7.0,4
order_003226,cust_000620,SP,delivered,2018-03-13 15:10:00,2018-03-24 15:10:00,2018-03-23 15:10:00,11.0,10,1.0,5
order_003227,cust_003465,MG,delivered,2017-06-25 03:34:00,2017-07-09 03:34:00,2017-07-05 03:34:00,14.0,10,4.0,4
order_003228,cust_008355,SP,delivered,2016-11-03 12:20:00,2016-11-12 12:20:00,2016-11-13 12:20:00,9.0,10,-1.0,3
order_003229,cust_005244,AL,delivered,2018-06-20 14:56:00,2018-07-10 14:56:00,2018-07-09 14:56:00,20.0,19,1.0,4
order_003230,cust_005749,PA,delivered,2017-12-02 09:37:00,2017-12-13 09:37:00,2017-12-21 09:37:00,11.0,19,-8.0,4
order_003231,cust_004935,SC,delivered,2017-08-20 10:56:00,2017-08-28 10:56:00,2017-09-02 10:56:00,8.0,13,-5.0,5
order_003232,cust_006713,SP,delivered,2017-01-10 00:19:00,2017-01-11 00:19:00,2017-01-20 00:19:00,1.0,10,-9.0,4
order_003233,cust_006074,SP,delivered,2016-12-02 03:29:00,2016-12-09 03:29:00,2016-12-12 03:29:00,7.0,10,-3.0,4
order_003234,cust_005310,SP,delivered,2017-09-23 09:53:00,2017-09-24 09:53:00,2017-10-03 09:53:00,1.0,10,-9.0,5
order_003235,cust_005416,SP,delivered,2018-06-17 14:28:00,2018-06-18 14:28:00,2018-06-27 14:28:00,1.0,10,-9.0,5
order_003236,cust_007836,RJ,delivered,2018-08-18 00:57:00,2018-08-22 00:57:00,2018-08-28 00:57:00,4.0,10,-6.0,4
order_003237,cust_004469,MG,delivered,2018-08-07 20:14:00,2018-08-08 20:14:00,2018-08-17 20:14:00,1.0,10,-9.0,4
order_003238,cust_006756,SC,delivered,2018-08-19 02:32:00,2018-08-25 02:32:00,2018-09-01 02:32:00,6.0,13,-7.0,3
order_003239,cust_001386,GO,delivered,2018-08-13 05:18:00,2018-08-30 05:18:00,2018-08-26 05:18:00,17.0,13,4.0,4
order_003240,cust_004173,SC,delivered,2017-12-18 03:11:00,2017-12-29 03:11:00,2017-12-31 03:11:00,11.0,13,-2.0,4
order_003241,cust_007800,SP,delivered,2017-06-02 01:16:00,2017-06-08 01:16:00,2017-06-12 01:16:00,6.0,10,-4.0,5
order_003242,cust_001388,MG,delivered,2018-06-14 05:11:00,2018-06-26 05:11:00,2018-06-24 05:11:00,12.0,10,2.0,2
order_003243,cust_000912,TO,delivered,2017-05-27 14:16:00,2017-06-11 14:16:00,2017-06-15 14:16:00,15.0,19,-4.0,4
order_003244,cust_009284,SC,delivered,2017-07-16 00:13:00,2017-07-31 00:13:00,2017-07-29 00:13:00,15.0,13,2.0,4
order_003245,cust_007639,RS,delivered,2017-06-15 22:01:00,2017-06-26 22:01:00,2017-06-28 22:01:00,11.0,13,-2.0,3
order_003246,cust_006495,SP,delivered,2017-12-12 03:51:00,2017-12-18 03:51:00,2017-12-22 03:51:00,6.0,10,-4.0,5
order_003247,cust_005432,SP,shipped,2017-09-01 01:53:00,2017-09-06 01:53:00,2017-09-11 01:53:00,5.0,10,-5.0,4
order_003248,cust_006859,SP,delivered,2017-03-27 13:49:00,2017-04-03 13:49:00,2017-04-06 13:49:00,7.0,10,-3.0,5
order_003249,cust_009461,SP,delivered,2017-11-19 07:51:00,2017-12-03 07:51:00,2017-11-29 07:51:00,14.0,10,4.0,4
order_003250,cust_000757,PR,delivered,2018-07-26 00:47:00,2018-08-02 00:47:00,2018-08-08 00:47:00,7.0,13,-6.0,4
order_003251,cust_008043,SP,delivered,2018-01-12 06:05:00,2018-01-19 06:05:00,2018-01-22 06:05:00,7.0,10,-3.0,5
order_003252,cust_005192,SP,delivered,2018-07-28 21:26:00,2018-08-05 21:26:00,2018-08-07 21:26:00,8.0,10,-2.0,5
order_003253,cust_002833,PA,delivered,2017-05-10 18:09:00,2017-05-29 18:09:00,2017-05-29 18:09:00,19.0,19,0.0,5
order_003254,cust_007335,SC,delivered,2017-04-10 22:05:00,2017-04-14 22:05:00,2017-04-23 22:05:00,4.0,13,-9.0,3
order_003255,cust_003061,PE,delivered,2018-01-17 09:56:00,2018-02-03 09:56:00,2018-02-05 09:56:00,17.0,19,-2.0,5
order_003256,cust_002087,CE,delivered,2017-11-22 18:02:00,2017-12-06 18:02:00,2017-12-11 18:02:00,14.0,19,-5.0,5
order_003257,cust_003110,DF,delivered,2018-03-24 19:02:00,2018-03-31 19:02:00,2018-04-06 19:02:00,7.0,13,-6.0,3
order_003258,cust_004080,RS,delivered,2018-06-12 19:05:00,2018-06-30 19:05:00,2018-06-25 19:05:00,18.0,13,5.0,5
order_003259,cust_003243,SP,shipped,2018-05-18 16:49:00,2018-05-19 16:49:00,2018-05-28 16:49:00,1.0,10,-9.0,4
order_003260,cust_007657,RN,delivered,2018-08-31 09:37:00,2018-09-19 09:37:00,2018-09-19 09:37:00,19.0,19,0.0,5
order_003261,cust_007599,RJ,delivered,2017-10-31 12:37:00,2017-11-01 12:37:00,2017-11-10 12:37:00,1.0,10,-9.0,5
order_003262,cust_001724,RJ,delivered,2017-05-20 11:45:00,2017-05-21 11:45:00,2017-05-30 11:45:00,1.0,10,-9.0,5
order_003263,cust_009125,RJ,delivered,2017-12-28 16:53:00,2018-01-03 16:53:00,2018-01-07 16:53:00,6.0,10,-4.0,5
order_003264,cust_000554,ES,delivered,2017-01-26 07:57:00,2017-02-16 07:57:00,2017-02-08 07:57:00,21.0,13,8.0,3
order_003265,cust_008195,RJ,delivered,2017-08-04 04:35:00,2017-08-11 04:35:00,2017-08-14 04:35:00,7.0,10,-3.0,5
order_003266,cust_007209,RJ,delivered,2017-05-22 05:42:00,2017-06-04 05:42:00,2017-06-01 05:42:00,13.0,10,3.0,3
order_003267,cust_004976,SP,delivered,2017-10-30 04:28:00,2017-10-31 04:28:00,2017-11-09 04:28:00,1.0,10,-9.0,5
order_003268,cust_008287,SP,delivered,2017-01-27 21:13:00,2017-02-03 21:13:00,2017-02-06 21:13:00,7.0,10,-3.0,5
order_003269,cust_006217,RS,delivered,2016-11-10 09:10:00,2016-11-20 09:10:00,2016-11-23 09:10:00,10.0,13,-3.0,4
order_003270,cust_006103,PI,delivered,2018-03-22 02:22:00,2018-03-24 02:22:00,2018-04-10 02:22:00,2.0,19,-17.0,5
order_003271,cust_005103,RJ,delivered,2018-02-17 07:20:00,2018-03-01 07:20:00,2018-02-27 07:20:00,12.0,10,2.0,4
order_003272,cust_000216,SP,delivered,2018-04-22 04:27:00,2018-04-23 04:27:00,2018-05-02 04:27:00,1.0,10,-9.0,4
order_003273,cust_006553,PE,delivered,2018-03-24 19:30:00,2018-04-16 19:30:00,2018-04-12 19:30:00,23.0,19,4.0,5
order_003274,cust_000895,RJ,delivered,2017-02-02 20:27:00,2017-02-03 20:27:00,2017-02-12 20:27:00,1.0,10,-9.0,5
order_003275,cust_001733,SP,delivered,2017-08-06 09:26:00,2017-08-20 09:26:00,2017-08-16 09:26:00,14.0,10,4.0,4
order_003276,cust_007501,RJ,delivered,2017-02-26 07:20:00,2017-03-08 07:20:00,2017-03-08 07:20:00,10.0,10,0.0,4
order_003277,cust_007194,SP,delivered,2018-07-09 08:28:00,2018-07-29 08:28:00,2018-07-19 08:28:00,20.0,10,10.0,4
