order_id,product_id,product_category,seller_id,price,freight_value
order_003428,prod_00857,housewares,seller_0015,143.61,22.72
order_003429,prod_00705,watches_gifts,seller_0038,43.66,7.0
order_003429,prod_00100,computers_accessories,seller_0263,70.12,14.0
order_003430,prod_00865,health_beauty,seller_0202,463.81,55.88
order_003431,prod_01055,electronics,seller_0236,73.81,7.99
order_003432,prod_00569,sports_leisure,seller_0229,387.23,67.27
order_003433,prod_00404,housewares,seller_0355,41.78,9.21
order_003434,prod_00077,furniture_decor,seller_0165,196.02,35.24
order_003435,prod_01083,electronics,seller_0380,149.24,18.25
order_003436,prod_00992,furniture_decor,seller_0001,255.28,63.51
order_003437,prod_00138,telephony,seller_0095,389.19,28.24
order_003438,prod_00054,furniture_decor,seller_0098,91.12,15.29
order_003439,prod_00457,cool_stuff,seller_0210,422.1,42.9
order_003440,prod_00412,sports_leisure,seller_0324,274.57,47.02
order_003441,prod_00687,health_beauty,seller_0166,361.14,22.45
order_003442,prod_01085,health_beauty,seller_0152,211.31,26.21
order_003443,prod_00493,furniture_decor,seller_0197,117.52,14.84
order_003444,prod_00527,bed_bath_table,seller_0319,85.58,7.0
order_003445,prod_00304,housewares,seller_0159,71.74,7.0
order_003446,prod_00488,toys,seller_0284,19.55,7.0
order_003447,prod_01195,bed_bath_table,seller_0349,186.35,37.24
order_003448,prod_01043,sports_leisure,seller_0214,214.69,10.78
order_003449,prod_00770,housewares,seller_0208,123.28,18.17
order_003450,prod_00686,toys,seller_0002,27.86,7.0
order_003451,prod_00136,stationery,seller_0212,201.1,12.62
order_003451,prod_00053,bed_bath_table,seller_0205,70.28,7.0
order_003452,prod_00675,fashion_bags_accessories,seller_0268,58.42,9.03
order_003452,prod_00330,telephony,seller_0099,129.35,10.95
order_003452,prod_00768,telephony,seller_0022,288.37,46.21
order_003453,prod_00545,garden_tools,seller_0084,330.07,38.89
order_003454,prod_01101,sports_leisure,seller_0181,265.64,66.31
order_003455,prod_00234,sports_leisure,seller_0271,496.93,26.76
order_003456,prod_01042,bed_bath_table,seller_0162,160.76,27.24
order_003457,prod_00886,sports_leisure,seller_0087,195.06,27.41
order_003457,prod_00831,garden_tools,seller_0121,285.99,54.18
order_003458,prod_00979,bed_bath_table,seller_0189,95.7,7.0
order_003459,prod_00715,watches_gifts,seller_0163,40.29,7.0
order_003460,prod_00589,health_beauty,seller_0344,213.74,31.64
order_003461,prod_01172,stationery,seller_0047,73.4,7.13
order_003461,prod_00727,toys,seller_0313,43.59,7.0
order_003462,prod_00475,perfumery,seller_0001,224.31,23.43
order_003463,prod_00168,furniture_decor,seller_0060,305.62,16.43
order_003464,prod_00891,toys,seller_0391,24.66,7.0
order_003465,prod_00300,telephony,seller_0000,409.81,75.0
order_003466,prod_01109,housewares,seller_0356,42.24,7.0
order_003467,prod_00897,bed_bath_table,seller_0221,64.66,7.0
order_003467,prod_00850,furniture_decor,seller_0134,174.53,39.42
order_003468,prod_00227,sports_leisure,seller_0259,385.87,70.93
order_003468,prod_00207,health_beauty,seller_0192,325.9,58.98
order_003469,prod_00995,housewares,seller_0106,64.22,14.2
order_003470,prod_00862,sports_leisure,seller_0022,393.6,50.3
order_003471,prod_00064,stationery,seller_0251,157.13,31.68
order_003471,prod_00110,health_beauty,seller_0333,236.4,39.81
order_003472,prod_01000,housewares,seller_0007,43.75,10.84
order_003473,prod_00292,sports_leisure,seller_0067,467.74,53.11
order_003474,prod_00506,electronics,seller_0007,114.05,20.81
order_003474,prod_01034,auto,seller_0250,259.89,54.94
order_003475,prod_00082,health_beauty,seller_0039,161.53,26.6
order_003476,prod_00788,electronics,seller_0367,69.95,9.01
order_003477,prod_01149,bed_bath_table,seller_0296,162.9,37.48
order_003478,prod_00617,telephony,seller_0246,199.61,25.64
order_003478,prod_00866,health_beauty,seller_0213,348.33,45.93
order_003479,prod_00281,health_beauty,seller_0229,155.26,12.27
order_003479,prod_00926,computers_accessories,seller_0168,65.18,7.0
order_003479,prod_00452,stationery,seller_0067,201.56,24.22
order_003480,prod_00467,sports_leisure,seller_0174,259.97,26.47
order_003481,prod_00619,watches_gifts,seller_0376,49.91,7.0
order_003482,prod_00149,toys,seller_0362,41.21,7.0
order_003483,prod_00204,health_beauty,seller_0356,466.73,29.63
order_003484,prod_00877,telephony,seller_0130,178.72,37.9
order_003485,prod_00508,garden_tools,seller_0302,191.05,14.22
order_003486,prod_00714,cool_stuff,seller_0283,575.43,43.94
order_003486,prod_00151,garden_tools,seller_0109,224.5,20.16
order_003487,prod_00491,auto,seller_0065,401.54,55.63
order_003488,prod_01044,bed_bath_table,seller_0038,136.24,22.28
order_003489,prod_00854,construction_tools,seller_0356,195.74,16.56
order_003490,prod_00790,pet_shop,seller_0035,97.66,18.06
order_003491,prod_00302,garden_tools,seller_0107,298.99,48.96
order_003492,prod_00897,bed_bath_table,seller_0283,73.16,10.76
order_003493,prod_01003,computers_accessories,seller_0134,79.43,18.7
order_003493,prod_00925,auto,seller_0293,165.5,23.38
order_003494,prod_00587,housewares,seller_0065,56.64,10.68
order_003495,prod_01160,housewares,seller_0199,85.06,11.1
order_003495,prod_00951,perfumery,seller_0320,135.18,8.8
order_003496,prod_00224,sports_leisure,seller_0046,208.17,35.78
order_003497,prod_00876,housewares,seller_0064,63.19,15.36
order_003498,prod_00828,housewares,seller_0026,89.85,19.44
order_003499,prod_00204,health_beauty,seller_0038,520.62,94.35
order_003500,prod_00509,garden_tools,seller_0278,159.0,36.83
order_003501,prod_00277,telephony,seller_0254,406.01,39.41
order_003502,prod_00487,telephony,seller_0030,172.05,18.29
order_003503,prod_00010,bed_bath_table,seller_0082,109.17,7.0
order_003503,prod_01165,sports_leisure,seller_0043,162.7,29.77
order_003503,prod_01091,auto,seller_0216,395.43,54.08
order_003504,prod_00096,garden_tools,seller_0223,253.72,34.03
order_003505,prod_00781,cool_stuff,seller_0166,608.92,45.6
order_003506,prod_00554,office_furniture,seller_0142,105.64,11.15
order_003507,prod_00474,health_beauty,seller_0336,227.7,34.13
order_003508,prod_00955,computers_accessories,seller_0201,61.69,12.58
order_003508,prod_00359,watches_gifts,seller_0118,73.22,17.14
order_003509,prod_00393,telephony,seller_0251,353.81,72.78
order_003509,prod_00896,garden_tools,seller_0314,162.34,29.31
order_003509,prod_01056,pet_shop,seller_0271,117.61,10.94
order_003510,prod_01054,electronics,seller_0297,126.33,18.11
order_003511,prod_00379,bed_bath_table,seller_0284,245.26,51.87
order_003512,prod_00017,toys,seller_0308,35.41,7.0
order_003513,prod_00852,housewares,seller_0058,44.91,9.14
order_003514,prod_00397,health_beauty,seller_0337,315.88,31.4
order_003515,prod_01117,toys,seller_0262,60.72,7.0
order_003516,prod_00615,bed_bath_table,seller_0110,127.33,8.41
order_003517,prod_00873,watches_gifts,seller_0112,41.18,7.0
order_003518,prod_00539,furniture_decor,seller_0025,167.57,14.42
order_003519,prod_00777,furniture_decor,seller_0269,191.02,17.74
order_003519,prod_00742,garden_tools,seller_0226,289.61,60.01
order_003519,prod_01122,housewares,seller_0090,123.14,11.9
order_003520,prod_00063,health_beauty,seller_0369,359.71,23.38
order_003520,prod_00038,garden_tools,seller_0099,140.75,11.75
order_003521,prod_00007,bed_bath_table,seller_0012,158.09,12.85
order_003522,prod_00726,health_beauty,seller_0296,473.67,96.07
order_003523,prod_00466,furniture_decor,seller_0256,106.93,14.9
order_003524,prod_00883,health_beauty,seller_0001,477.34,110.47
order_003525,prod_00037,housewares,seller_0385,104.21,25.95
order_003526,prod_00221,bed_bath_table,seller_0383,183.3,26.77
order_003527,prod_00178,housewares,seller_0063,43.17,7.49
order_003527,prod_00489,toys,seller_0232,36.16,8.7
order_003527,prod_00466,furniture_decor,seller_0313,87.05,14.78
order_003528,prod_01065,furniture_decor,seller_0396,284.75,65.71
order_003529,prod_00663,furniture_decor,seller_0307,318.08,62.3
order_003530,prod_00364,bed_bath_table,seller_0216,230.48,30.99
order_003531,prod_00643,computers_accessories,seller_0276,90.29,9.31
order_003532,prod_00031,stationery,seller_0046,156.25,9.69
order_003533,prod_00300,telephony,seller_0230,391.78,50.69
order_003534,prod_00771,bed_bath_table,seller_0275,109.24,20.68
order_003535,prod_00176,sports_leisure,seller_0084,145.52,8.57
order_003535,prod_00573,perfumery,seller_0391,358.74,74.06
order_003535,prod_00613,computers_accessories,seller_0289,130.64,14.53
order_003536,prod_00347,health_beauty,seller_0083,252.69,53.3
order_003537,prod_00110,health_beauty,seller_0197,258.99,59.18
order_003537,prod_00957,bed_bath_table,seller_0398,141.13,12.15
order_003537,prod_00701,auto,seller_0101,193.95,17.99
order_003538,prod_00963,sports_leisure,seller_0046,230.59,43.82
order_003538,prod_00164,watches_gifts,seller_0375,53.12,11.56
order_003539,prod_00129,health_beauty,seller_0213,206.5,17.67
order_003540,prod_00913,housewares,seller_0161,142.42,14.65
order_003541,prod_01078,bed_bath_table,seller_0307,85.48,11.99
order_003542,prod_00297,computers_accessories,seller_0277,156.18,17.48
order_003543,prod_00750,furniture_decor,seller_0265,97.2,16.15
order_003544,prod_00673,baby,seller_0006,100.11,16.4
order_003545,prod_00915,furniture_decor,seller_0267,215.44,48.19
order_003546,prod_00322,sports_leisure,seller_0285,422.5,70.6
order_003547,prod_00156,stationery,seller_0156,126.99,28.03
order_003548,prod_00104,computers_accessories,seller_0160,103.12,12.22
order_003549,prod_00599,toys,seller_0059,74.44,17.56
order_003549,prod_00752,pet_shop,seller_0092,281.63,40.22
order_003549,prod_00281,health_beauty,seller_0254,227.01,37.11
order_003550,prod_00226,cool_stuff,seller_0240,199.13,47.1
order_003551,prod_00111,garden_tools,seller_0331,156.13,38.7
order_003552,prod_00974,telephony,seller_0311,176.05,37.48
order_003553,prod_00660,garden_tools,seller_0332,201.11,12.53
order_003553,prod_00371,bed_bath_table,seller_0048,174.8,34.87
order_003554,prod_01009,bed_bath_table,seller_0214,100.9,7.36
order_003555,prod_00386,perfumery,seller_0370,452.29,78.04
order_003556,prod_00368,health_beauty,seller_0231,387.84,27.33
order_003557,prod_01156,baby,seller_0211,147.34,19.35
order_003558,prod_00280,toys,seller_0262,50.21,8.31
order_003559,prod_00187,computers_accessories,seller_0109,77.43,11.57
order_003560,prod_00847,furniture_decor,seller_0179,196.72,25.61
order_003561,prod_01150,electronics,seller_0117,120.08,13.65
order_003562,prod_00180,toys,seller_0123,37.46,7.2
order_003562,prod_00712,perfumery,seller_0205,375.91,69.73
order_003563,prod_00106,telephony,seller_0262,145.69,33.02
order_003564,prod_00353,health_beauty,seller_0221,153.33,24.57
order_003564,prod_00799,health_beauty,seller_0331,602.43,54.89
order_003565,prod_00043,housewares,seller_0343,60.92,7.65
order_003565,prod_00227,sports_leisure,seller_0356,384.3,74.26
order_003566,prod_00544,health_beauty,seller_0068,466.19,104.38
order_003567,prod_00583,furniture_decor,seller_0064,92.53,9.22
order_003568,prod_00592,auto,seller_0090,292.41,46.42
order_003568,prod_00988,auto,seller_0211,242.25,28.42
order_003569,prod_00087,housewares,seller_0094,69.06,16.57
order_003570,prod_00478,computers_accessories,seller_0302,86.42,19.96
order_003571,prod_00048,housewares,seller_0224,72.06,16.51
order_003571,prod_00572,furniture_decor,seller_0177,223.9,55.72
order_003571,prod_00767,bed_bath_table,seller_0049,114.23,25.28
order_003572,prod_00419,auto,seller_0209,360.72,89.13
order_003573,prod_00179,cool_stuff,seller_0238,259.56,52.02
order_003573,prod_00849,telephony,seller_0059,389.33,86.85
order_003574,prod_00374,auto,seller_0281,226.37,26.3
order_003575,prod_00096,garden_tools,seller_0101,312.01,64.75
order_003576,prod_00575,furniture_decor,seller_0039,70.58,7.0
order_003576,prod_00918,computers_accessories,seller_0153,103.73,14.35
order_003577,prod_00036,bed_bath_table,seller_0317,92.67,22.92
order_003578,prod_00004,bed_bath_table,seller_0214,171.92,24.96
order_003579,prod_00237,construction_tools,seller_0179,158.04,23.23
order_003580,prod_01091,auto,seller_0041,362.22,27.42
order_003581,prod_00982,auto,seller_0059,122.84,10.89
order_003582,prod_00306,housewares,seller_0027,51.57,10.81
order_003582,prod_00435,furniture_decor,seller_0207,153.13,11.6
order_003583,prod_01109,housewares,seller_0270,35.79,7.0
order_003583,prod_00935,computers_accessories,seller_0071,93.61,13.51
order_003584,prod_00790,pet_shop,seller_0060,103.33,7.0
order_003585,prod_00386,perfumery,seller_0341,495.51,76.41
order_003586,prod_01135,fashion_bags_accessories,seller_0105,52.07,8.9
order_003587,prod_01131,cool_stuff,seller_0094,322.53,29.12
order_003588,prod_00985,computers_accessories,seller_0323,111.77,18.46
order_003588,prod_00695,toys,seller_0156,27.69,7.0
order_003589,prod_00984,cool_stuff,seller_0187,264.56,58.34
order_003590,prod_00254,cool_stuff,seller_0196,469.45,74.61
order_003591,prod_01010,auto,seller_0276,276.67,24.42
order_003592,prod_00849,telephony,seller_0078,366.59,41.54
order_003593,prod_00926,computers_accessories,seller_0171,42.92,10.72
order_003594,prod_00969,furniture_decor,seller_0176,174.44,24.03
order_003594,prod_00613,computers_accessories,seller_0361,98.26,16.1
order_003595,prod_01038,furniture_decor,seller_0324,219.01,36.02
order_003595,prod_00440,watches_gifts,seller_0220,32.31,7.62
order_003596,prod_00653,sports_leisure,seller_0169,202.48,48.82
order_003597,prod_00292,sports_leisure,seller_0053,387.36,31.96
order_003598,prod_00081,toys,seller_0051,40.82,7.0
order_003599,prod_00324,bed_bath_table,seller_0249,135.47,15.82
order_003600,prod_00890,cool_stuff,seller_0172,657.36,70.29
order_003601,prod_00130,sports_leisure,seller_0259,236.06,25.66
order_003601,prod_01088,auto,seller_0093,153.3,34.8
order_003601,prod_00608,telephony,seller_0094,490.87,27.36
order_003602,prod_00167,sports_leisure,seller_0380,182.67,40.73
order_003603,prod_00139,cool_stuff,seller_0305,361.1,40.5
order_003603,prod_00058,bed_bath_table,seller_0345,203.48,19.78
order_003604,prod_00193,sports_leisure,seller_0286,453.41,34.63
order_003604,prod_00718,cool_stuff,seller_0170,518.62,117.3
order_003604,prod_00641,telephony,seller_0320,313.67,54.89
order_003605,prod_00366,electronics,seller_0094,118.67,7.0
order_003606,prod_00815,toys,seller_0283,57.51,9.67
order_003607,prod_00675,fashion_bags_accessories,seller_0135,69.35,7.11
order_003608,prod_00466,furniture_decor,seller_0092,143.88,31.13
order_003609,prod_00618,watches_gifts,seller_0110,67.42,15.65
order_003610,prod_01037,perfumery,seller_0076,402.64,92.65
order_003611,prod_00155,watches_gifts,seller_0076,38.88,7.67
order_003612,prod_00565,telephony,seller_0087,124.22,7.25
order_003613,prod_01028,sports_leisure,seller_0038,196.91,30.22
order_003614,prod_00379,bed_bath_table,seller_0091,234.85,50.1
order_003614,prod_00659,auto,seller_0176,169.31,14.78
order_003615,prod_01181,computers_accessories,seller_0398,120.57,11.2
order_003616,prod_00927,garden_tools,seller_0114,196.32,27.84
order_003616,prod_00982,auto,seller_0046,133.45,31.64
order_003617,prod_00920,garden_tools,seller_0172,395.84,66.8
order_003618,prod_00879,housewares,seller_0195,77.0,17.38
order_003618,prod_00801,sports_leisure,seller_0178,157.12,21.45
order_003619,prod_00913,housewares,seller_0123,138.98,13.19
order_003620,prod_00271,housewares,seller_0131,73.89,7.0
order_003620,prod_00839,telephony,seller_0215,363.07,57.46
order_003621,prod_00600,bed_bath_table,seller_0097,170.72,29.7
order_003621,prod_01153,health_beauty,seller_0187,284.18,41.54
order_003622,prod_00541,bed_bath_table,seller_0231,119.98,18.42
order_003623,prod_01105,garden_tools,seller_0037,229.9,56.36
order_003624,prod_00743,stationery,seller_0155,87.79,17.39
order_003624,prod_00055,furniture_decor,seller_0366,94.68,11.25
order_003625,prod_00400,sports_leisure,seller_0020,406.61,92.41
order_003626,prod_00666,perfumery,seller_0121,118.26,8.19
order_003627,prod_00611,sports_leisure,seller_0119,210.31,29.32
order_003628,prod_00885,health_beauty,seller_0330,289.45,25.37
order_003628,prod_00938,bed_bath_table,seller_0093,120.34,15.0
order_003628,prod_00030,bed_bath_table,seller_0310,115.61,7.66
order_003629,prod_00012,furniture_decor,seller_0299,240.53,31.86
order_003629,prod_00976,housewares,seller_0384,87.87,8.45
order_003630,prod_00813,garden_tools,seller_0282,101.97,22.39
order_003631,prod_00766,computers_accessories,seller_0165,80.68,8.26
order_003632,prod_01075,garden_tools,seller_0393,317.3,39.02
order_003633,prod_00902,telephony,seller_0200,156.87,32.96
order_003634,prod_00126,toys,seller_0177,52.29,7.0
order_003635,prod_00007,bed_bath_table,seller_0073,177.9,9.89
order_003636,prod_00509,garden_tools,seller_0163,203.18,38.22
order_003637,prod_00747,computers_accessories,seller_0059,107.87,25.19
order_003638,prod_00087,housewares,seller_0366,83.69,7.0
order_003639,prod_01138,computers_accessories,seller_0382,125.92,11.25
order_003639,prod_00366,electronics,seller_0128,148.38,23.49
order_003639,prod_00464,baby,seller_0194,123.42,17.73
order_003640,prod_00533,computers_accessories,seller_0188,103.26,22.07
order_003641,prod_00778,bed_bath_table,seller_0012,112.57,14.18
order_003642,prod_00449,health_beauty,seller_0172,197.63,12.55
order_003643,prod_01054,electronics,seller_0235,135.73,7.0
order_003644,prod_00688,bed_bath_table,seller_0142,189.44,10.72
order_003645,prod_00560,watches_gifts,seller_0383,40.7,7.0
order_003646,prod_00779,perfumery,seller_0149,552.47,81.29
order_003647,prod_01017,bed_bath_table,seller_0158,167.66,16.3
order_003648,prod_00687,health_beauty,seller_0022,340.31,25.24
order_003649,prod_00350,sports_leisure,seller_0013,192.32,10.41
order_003650,prod_00151,garden_tools,seller_0018,225.78,39.91
order_003651,prod_01086,telephony,seller_0294,408.43,78.01
order_003652,prod_00751,computers_accessories,seller_0084,49.15,11.94
order_003653,prod_00864,electronics,seller_0356,130.18,12.27
order_003654,prod_00213,toys,seller_0376,43.95,7.0
order_003654,prod_00400,sports_leisure,seller_0250,261.97,52.2
order_003655,prod_00696,telephony,seller_0006,418.02,70.99
order_003655,prod_00525,telephony,seller_0055,328.31,76.56
order_003656,prod_00015,computers_accessories,seller_0247,72.21,17.44
order_003657,prod_00120,housewares,seller_0132,111.75,24.35
order_003658,prod_01055,electronics,seller_0284,65.45,7.0
order_003659,prod_00174,computers_accessories,seller_0074,94.2,14.44
order_003659,prod_00456,housewares,seller_0394,88.72,20.77
order_003660,prod_00108,bed_bath_table,seller_0264,242.01,17.09
order_003660,prod_00782,health_beauty,seller_0046,441.76,82.13
order_003661,prod_00469,cool_stuff,seller_0217,465.28,116.13
order_003662,prod_00099,health_beauty,seller_0262,275.84,18.47
order_003663,prod_01024,electronics,seller_0193,114.07,24.93
order_003663,prod_00589,health_beauty,seller_0342,169.38,14.01
order_003663,prod_00816,sports_leisure,seller_0153,411.4,39.68
order_003664,prod_00393,telephony,seller_0009,177.65,11.53
order_003665,prod_00423,garden_tools,seller_0306,259.18,23.55
order_003666,prod_00012,furniture_decor,seller_0358,268.25,37.85
order_003666,prod_00670,telephony,seller_0282,136.27,32.65
order_003667,prod_00640,watches_gifts,seller_0378,61.88,8.92
order_003667,prod_00021,furniture_decor,seller_0077,286.4,24.08
order_003668,prod_00840,baby,seller_0188,103.73,15.59
order_003668,prod_01186,telephony,seller_0041,400.79,82.84
order_003669,prod_00854,construction_tools,seller_0028,154.3,20.45
order_003670,prod_00945,furniture_decor,seller_0346,144.16,23.06
order_003671,prod_00255,computers_accessories,seller_0296,83.86,17.5
order_003672,prod_01138,computers_accessories,seller_0080,90.45,7.0
order_003672,prod_00241,health_beauty,seller_0280,330.58,47.89
order_003673,prod_00716,toys,seller_0389,29.69,7.0
order_003674,prod_00822,health_beauty,seller_0002,268.45,64.1
order_003675,prod_00867,pet_shop,seller_0140,81.92,9.02
order_003676,prod_00392,bed_bath_table,seller_0135,93.39,7.0
order_003677,prod_00635,computers_accessories,seller_0226,41.01,7.0
order_003678,prod_00620,bed_bath_table,seller_0175,99.62,16.46
order_003679,prod_00687,health_beauty,seller_0186,324.12,40.95
order_003680,prod_00300,telephony,seller_0081,364.9,82.01
order_003681,prod_00590,sports_leisure,seller_0056,113.74,25.37
order_003682,prod_00511,office_furniture,seller_0095,177.65,29.2
order_003682,prod_00678,health_beauty,seller_0306,228.55,14.58
order_003683,prod_01022,auto,seller_0173,260.4,29.26
order_003684,prod_00750,furniture_decor,seller_0053,109.9,11.02
order_003685,prod_01117,toys,seller_0017,49.86,11.87
order_003686,prod_00513,electronics,seller_0350,102.83,17.22
order_003687,prod_00096,garden_tools,seller_0386,244.37,21.55
order_003688,prod_00111,garden_tools,seller_0132,136.17,10.15
order_003689,prod_00480,furniture_decor,seller_0326,146.98,10.42
order_003690,prod_00340,perfumery,seller_0046,385.6,48.9
order_003690,prod_00214,auto,seller_0148,251.96,51.27
order_003691,prod_00401,baby,seller_0046,73.61,16.24
order_003692,prod_01068,cool_stuff,seller_0054,234.75,25.74
order_003693,prod_00829,housewares,seller_0203,105.57,15.98
order_003694,prod_00418,baby,seller_0088,116.28,11.85
order_003695,prod_01018,watches_gifts,seller_0338,68.69,7.0
order_003695,prod_01079,housewares,seller_0080,79.34,8.9
order_003696,prod_00368,health_beauty,seller_0089,256.03,17.33
order_003697,prod_01082,garden_tools,seller_0296,157.96,16.99
order_003698,prod_00883,health_beauty,seller_0013,257.81,18.73
order_003699,prod_00017,toys,seller_0236,35.63,7.0
order_003700,prod_00396,health_beauty,seller_0340,543.9,40.89
order_003701,prod_00516,electronics,seller_0340,88.55,20.5
order_003702,prod_00510,bed_bath_table,seller_0021,207.99,24.62
order_003702,prod_00136,stationery,seller_0003,136.61,18.19
order_003702,prod_00205,pet_shop,seller_0157,144.41,17.23
order_003703,prod_00455,health_beauty,seller_0248,325.75,65.91
order_003703,prod_00552,telephony,seller_0212,352.15,51.73
order_003703,prod_00859,toys,seller_0332,61.7,7.0
order_003704,prod_00230,furniture_decor,seller_0265,124.27,21.61
order_003704,prod_00477,stationery,seller_0060,112.52,7.77
order_003704,prod_00854,construction_tools,seller_0286,154.27,25.1
order_003705,prod_00672,bed_bath_table,seller_0393,171.19,17.76
order_003706,prod_00887,watches_gifts,seller_0204,31.48,7.81
order_003707,prod_00060,sports_leisure,seller_0030,304.12,51.75
order_003708,prod_00020,health_beauty,seller_0174,238.62,46.5
order_003709,prod_00502,electronics,seller_0321,94.21,20.25
order_003710,prod_00084,garden_tools,seller_0150,385.59,44.09
order_003710,prod_00144,sports_leisure,seller_0049,169.14,11.71
order_003711,prod_00959,furniture_decor,seller_0339,155.58,17.76
order_003711,prod_00585,sports_leisure,seller_0350,154.22,29.21
order_003712,prod_00973,health_beauty,seller_0093,324.43,22.91
order_003713,prod_01035,housewares,seller_0184,88.49,7.0
order_003714,prod_00984,cool_stuff,seller_0074,236.11,24.25
order_003715,prod_00772,furniture_decor,seller_0340,184.38,18.2
order_003715,prod_00464,baby,seller_0194,114.66,11.83
order_003715,prod_00732,bed_bath_table,seller_0131,91.66,7.32
order_003716,prod_00782,health_beauty,seller_0106,461.99,109.48
order_003717,prod_00310,computers_accessories,seller_0057,72.15,16.31
order_003718,prod_00959,furniture_decor,seller_0162,121.33,23.53
order_003719,prod_00351,housewares,seller_0371,108.41,7.0
order_003720,prod_01123,stationery,seller_0096,199.35,22.48
order_003721,prod_00844,bed_bath_table,seller_0223,139.57,19.91
order_003722,prod_00462,furniture_decor,seller_0381,335.25,79.7
order_003723,prod_00474,health_beauty,seller_0285,170.39,27.55
order_003723,prod_01112,sports_leisure,seller_0127,334.43,38.64
order_003724,prod_01044,bed_bath_table,seller_0224,120.84,25.87
order_003725,prod_01119,sports_leisure,seller_0360,128.58,14.38
order_003726,prod_00445,watches_gifts,seller_0312,47.08,7.0
order_003727,prod_00186,bed_bath_table,seller_0352,110.59,23.69
order_003728,prod_00790,pet_shop,seller_0323,83.44,7.0
order_003729,prod_00913,housewares,seller_0002,129.01,22.95
order_003729,prod_00544,health_beauty,seller_0149,428.88,22.17
order_003729,prod_00285,toys,seller_0250,74.6,17.61
order_003730,prod_00062,health_beauty,seller_0356,345.84,70.72
order_003731,prod_01195,bed_bath_table,seller_0254,201.65,21.52
order_003731,prod_00049,cool_stuff,seller_0399,401.78,71.2
order_003732,prod_00716,toys,seller_0034,43.17,7.0
order_003733,prod_00045,furniture_decor,seller_0273,239.75,14.17
order_003734,prod_00391,electronics,seller_0286,60.97,14.19
order_003735,prod_00326,perfumery,seller_0310,161.45,28.45
order_003736,prod_00233,toys,seller_0315,20.66,7.0
order_003737,prod_00288,office_furniture,seller_0255,232.2,32.34
order_003738,prod_00383,watches_gifts,seller_0212,35.95,8.39
order_003738,prod_00957,bed_bath_table,seller_0270,170.68,39.67
order_003739,prod_00484,housewares,seller_0252,103.97,10.08
order_003739,prod_00292,sports_leisure,seller_0006,283.84,37.77
order_003740,prod_00442,housewares,seller_0248,116.46,9.15
order_003741,prod_01177,housewares,seller_0210,124.35,22.41
order_003742,prod_01132,perfumery,seller_0336,484.44,28.14
order_003743,prod_00528,toys,seller_0054,31.16,7.14
order_003744,prod_01013,bed_bath_table,seller_0369,105.13,23.31
order_003745,prod_00101,bed_bath_table,seller_0117,85.31,8.95
order_003745,prod_00444,housewares,seller_0216,74.4,7.7
order_003746,prod_00339,health_beauty,seller_0270,463.91,84.99
order_003746,prod_00860,toys,seller_0399,25.37,7.0
order_003747,prod_00237,construction_tools,seller_0356,149.96,21.48
order_003748,prod_00639,perfumery,seller_0223,347.53,22.6
order_003749,prod_00838,bed_bath_table,seller_0339,69.72,11.18
order_003750,prod_00033,telephony,seller_0046,441.5,26.04
order_003751,prod_00036,bed_bath_table,seller_0372,108.2,24.13
order_003752,prod_00590,sports_leisure,seller_0117,115.99,16.8
order_003752,prod_00466,furniture_decor,seller_0310,104.5,10.96
order_003752,prod_00071,health_beauty,seller_0237,315.87,30.01
order_003753,prod_01120,watches_gifts,seller_0090,21.99,7.0
order_003754,prod_00945,furniture_decor,seller_0194,168.97,32.49
order_003755,prod_01162,sports_leisure,seller_0217,170.56,26.21
order_003756,prod_00129,health_beauty,seller_0162,167.54,32.21
order_003757,prod_00619,watches_gifts,seller_0153,45.23,7.0
order_003758,prod_00373,auto,seller_0073,185.67,23.83
order_003759,prod_00031,stationery,seller_0051,141.79,26.85
order_003759,prod_00283,garden_tools,seller_0160,174.48,21.7
order_003760,prod_00246,telephony,seller_0397,194.55,36.19
order_003761,prod_00242,pet_shop,seller_0297,223.2,54.18
order_003762,prod_00048,housewares,seller_0039,70.71,12.34
order_003762,prod_00780,electronics,seller_0114,61.7,14.42
order_003763,prod_00352,sports_leisure,seller_0258,211.7,26.88
order_003763,prod_00987,housewares,seller_0217,146.03,8.2
order_003763,prod_00622,fashion_bags_accessories,seller_0121,63.35,7.0
order_003764,prod_01061,construction_tools,seller_0316,151.55,26.59
order_003764,prod_01058,health_beauty,seller_0049,382.99,41.59
order_003765,prod_01049,watches_gifts,seller_0195,21.47,7.0
order_003765,prod_00252,health_beauty,seller_0012,219.02,47.57
order_003766,prod_00187,computers_accessories,seller_0329,63.63,7.0
order_003767,prod_00281,health_beauty,seller_0215,202.62,13.15
order_003768,prod_00371,bed_bath_table,seller_0095,197.19,16.63
order_003769,prod_00765,bed_bath_table,seller_0192,128.42,7.0
order_003770,prod_00939,housewares,seller_0300,72.95,7.0
order_003771,prod_01097,baby,seller_0065,73.62,11.14
order_003772,prod_00330,telephony,seller_0339,138.76,16.73
order_003772,prod_00263,fashion_bags_accessories,seller_0362,95.88,7.78
order_003772,prod_00432,computers_accessories,seller_0078,61.55,7.0
order_003773,prod_00923,pet_shop,seller_0149,199.71,16.49
order_003774,prod_00208,health_beauty,seller_0049,434.06,82.7
order_003774,prod_00455,health_beauty,seller_0273,391.9,37.21
order_003774,prod_01142,baby,seller_0381,155.85,14.26
order_003775,prod_00000,furniture_decor,seller_0036,280.12,22.27
